#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1548685919558302323,0.6030617292,-0.0691780095,0.2442777276,10.7923997446,0.1225408919,0.7380263253
1548685919563281323,0.6136159717,-0.0649924682,0.2251198982,10.7433641254,0.0227403801,0.7117574139
1548685919568260323,0.6192899994,-0.0570581888,0.2019748457,10.7589120047,-0.0926028230,0.6564769081
1548685919573239323,0.6198240422,-0.0499626970,0.1700158839,10.7505400697,-0.1971601764,0.5991750986
1548685919578218323,0.6171922266,-0.0428676971,0.1356684454,10.6751926547,-0.2753625603,0.5169888961
1548685919583197323,0.6133279797,-0.0305799080,0.0997168921,10.6058251934,-0.3727846514,0.5027195323
1548685919588176323,0.6051051143,-0.0134259813,0.0667530418,10.5017740013,-0.4089631050,0.5193870763
1548685919593155323,0.5935222606,0.0042549329,0.0402617266,10.4001147907,-0.4547521464,0.4961662600
1548685919598134323,0.5809958893,0.0221937409,0.0186110723,10.3869588928,-0.4607767498,0.4600058221
1548685919603113323,0.5638881686,0.0377859358,0.0007611777,10.2829077008,-0.4308622245,0.5223761488
1548685919608092323,0.5506893120,0.0559560120,-0.0109501241,10.1764645273,-0.3516813243,0.5789049543
1548685919613071323,0.5382426106,0.0723790766,-0.0189079901,10.0604534281,-0.2881341470,0.6039160771
1548685919618050323,0.5270531349,0.0881885493,-0.0190906021,9.9348744032,-0.2125818103,0.6911864744
1548685919623029323,0.5202553407,0.1083062997,-0.0128717468,9.8176673133,-0.1009684802,0.8252255293
1548685919628008323,0.5166499277,0.1258095117,-0.0005039222,9.7136161213,-0.0313981677,0.9098594034
1548685919632987323,0.5179164722,0.1441752240,0.0161160488,9.5976050221,0.0730064875,1.0134041896
1548685919637966323,0.5218355474,0.1660192464,0.0313676018,9.5330215236,0.2531807806,1.0751980102
1548685919642945323,0.5308432451,0.1881764436,0.0460372545,9.5509613843,0.4250445494,1.1464197535
1548685919647924323,0.5456891339,0.2051621841,0.0620020694,9.5222576072,0.5812290795,1.2874470635
1548685919652903323,0.5644088583,0.2207319339,0.0763231094,9.5210616165,0.7074051163,1.3448737576
1548685919657882323,0.5879595021,0.2331761372,0.0860400705,9.5760771893,0.8048095884,1.3663725657
1548685919662862323,0.6146505097,0.2442070370,0.0930457922,9.5485694029,0.8564485111,1.4253493282
1548685919667841323,0.6422982284,0.2558303593,0.0978948327,9.5928210592,0.8613095986,1.5243904114
1548685919672820323,0.6672667015,0.2631381626,0.0990121325,9.5796651614,0.8709069720,1.6124898231
1548685919677798323,0.6922148422,0.2673009537,0.0952995084,9.5892330871,0.8456832170,1.6991160991
1548685919682777323,0.7161521417,0.2723623069,0.0846146712,9.6047809664,0.8841564010,1.7340633152
1548685919687756323,0.7373839553,0.2762983020,0.0667056223,9.6107609199,0.8541214792,1.7926045213
1548685919692736323,0.7564549229,0.2735868515,0.0501631641,9.6574045578,0.8373550737,1.7825945944
1548685919697714323,0.7747919895,0.2654121646,0.0304097313,9.6753444185,0.7820993333,1.8163609224
1548685919702693323,0.7897294870,0.2552135166,0.0090768952,9.7052441863,0.7569005386,1.8452673156
1548685919707673323,0.8042027149,0.2458558105,-0.0082253777,9.7016562142,0.6739794876,1.7961008529
1548685919712651323,0.8140809707,0.2278352515,-0.0265543804,9.7423198984,0.6139448820,1.7639098195
1548685919717631323,0.8218084337,0.2083361388,-0.0397622753,9.7889635362,0.5130601397,1.7445430443
1548685919722610323,0.8259235145,0.1890848689,-0.0483745331,9.8200592948,0.4746442175,1.7007538906
1548685919727588323,0.8256947067,0.1649035861,-0.0550654209,9.8607229790,0.4061977782,1.5595410665
1548685919732567323,0.8274168349,0.1433092925,-0.0588222403,9.8427831183,0.3520996808,1.4554647312
1548685919737547323,0.8221352239,0.1167661968,-0.0592919274,9.8427831183,0.2343340094,1.3957075839
1548685919742526323,0.8122625490,0.0910506282,-0.0565002179,9.8368031647,0.1321829735,1.2914805318
1548685919747504323,0.8014483785,0.0681803122,-0.0475275176,9.8128833505,0.0155896276,1.1699172191
1548685919752484323,0.7838557300,0.0435436623,-0.0371515007,9.8057074062,-0.1442440216,1.0434475421
1548685919757462323,0.7606765729,0.0183165598,-0.0286052795,9.7770036291,-0.2740618363,0.9629833478
1548685919762442323,0.7345992120,-0.0046327693,-0.0170821494,9.7315559820,-0.3402106087,0.8792141795
1548685919767421323,0.7060641164,-0.0241082798,-0.0101042592,9.6657764928,-0.3631234825,0.7792988768
1548685919772400323,0.6736145313,-0.0392513681,-0.0076594873,9.6143488921,-0.3740018321,0.7061477649
1548685919777378323,0.6397064518,-0.0555480813,-0.0062749017,9.5031217558,-0.3873569753,0.6314678398
1548685919782358323,0.6062534471,-0.0669227809,-0.0083883768,9.4361462758,-0.3730189111,0.5878297183
1548685919787336323,0.5762135325,-0.0762866271,-0.0065062694,9.3631908423,-0.3322509966,0.5618508468
1548685919792315323,0.5471075113,-0.0856113352,-0.0110758302,9.3787387216,-0.3021896462,0.5100499817
1548685919797295323,0.5226004951,-0.0903049288,-0.0154209559,9.3033913066,-0.2926686219,0.4934901274
1548685919802273323,0.4980977035,-0.0955780221,-0.0192287102,9.2519637060,-0.3095554240,0.4191682547
1548685919807253323,0.4757881433,-0.1017153189,-0.0214441932,9.1909681796,-0.3180421385,0.4364140927
1548685919812231323,0.4563886701,-0.1058263777,-0.0228814039,9.1024648668,-0.2929152882,0.4551985880
1548685919817210323,0.4410981550,-0.1064543059,-0.0254313541,9.0067856098,-0.2425617463,0.4529730282
1548685919822190323,0.4304058428,-0.1056150652,-0.0290967565,8.9888457491,-0.1079944313,0.4848352040
1548685919827169323,0.4231026283,-0.1041802229,-0.0335978281,8.9206742784,0.0265112171,0.4974530157
1548685919832148323,0.4218770425,-0.1064743240,-0.0368069750,8.8345629471,0.1165322923,0.5138436744
1548685919837127323,0.4264648193,-0.1078740688,-0.0408733220,8.8441308728,0.2018640656,0.5054852797
1548685919842106323,0.4344603774,-0.1104225365,-0.0430893668,8.9039304084,0.2872575054,0.5105097464
1548685919847085323,0.4441734884,-0.1132709079,-0.0418300705,8.8297789842,0.3256205706,0.4681355872
1548685919852064323,0.4601928667,-0.1189706452,-0.0414293592,8.7950952535,0.3580236354,0.4756338756
1548685919857043323,0.4762449693,-0.1238389995,-0.0348546318,8.7962912442,0.3940758194,0.4533346245
1548685919862022323,0.4971497358,-0.1258122357,-0.0267139507,8.7508435971,0.4553062426,0.4175971349
1548685919867001323,0.5219425595,-0.1323799722,-0.0188722883,8.8130351142,0.5058535937,0.4085303190
1548685919871980323,0.5465060893,-0.1380984386,-0.0083445155,8.8273870028,0.5431236190,0.3637777127
1548685919876959323,0.5725377827,-0.1443988664,0.0043186290,8.8525028078,0.5251290944,0.3200648411
1548685919881938323,0.6019814369,-0.1509889623,0.0199052691,8.8764226220,0.5143432447,0.3103631398
1548685919886917323,0.6277833169,-0.1590289350,0.0341826585,8.8776186127,0.4867058309,0.2740126036
1548685919891896323,0.6533243084,-0.1647504989,0.0460442292,8.9194782877,0.4014371925,0.2441563345
1548685919896875323,0.6781378374,-0.1704752012,0.0579121929,8.9888457491,0.2813532986,0.1846265041
1548685919901854323,0.6995397333,-0.1767736592,0.0665888604,9.0737610897,0.1985408983,0.1565272963
1548685919906833323,0.7158277040,-0.1813468483,0.0720873781,9.1120327925,0.1336965940,0.1267147025
1548685919911812323,0.7304153027,-0.1873630017,0.0765280618,9.1407365696,0.1000844974,0.0630278154
1548685919916791323,0.7447345012,-0.1910534644,0.0772106050,9.1957521425,0.0412692013,0.0470530398
1548685919921770323,0.7592853882,-0.1953078166,0.0757437451,9.2196719567,0.0004410885,0.0314975345
1548685919926749323,0.7699476534,-0.1961179292,0.0740398606,9.2603356410,-0.0752154940,0.0180673123
1548685919931728323,0.7759935518,-0.1940620712,0.0718373225,9.2555516781,-0.1581380132,0.0134645719
1548685919936707323,0.7820364908,-0.1934418547,0.0685620336,9.3069792788,-0.1736968552,0.0162844287
1548685919941686323,0.7892944990,-0.1905173422,0.0666166412,9.3273111209,-0.2061175391,0.0136709836
1548685919946665323,0.7956018959,-0.1910681864,0.0668301431,9.3775427309,-0.1615933231,-0.0409509776
1548685919951644323,0.8019233788,-0.1904818773,0.0699958676,9.3536229166,-0.1087483050,-0.0183647487
1548685919956623323,0.8070272620,-0.1881695820,0.0729024548,9.3572108887,-0.0859117803,0.0061988006
1548685919961602323,0.8160189763,-0.1832590156,0.0781891338,9.3297031023,0.0053829297,0.0194456817
1548685919966581323,0.8271942980,-0.1789156210,0.0834570769,9.3344870652,0.0883054489,0.0392883286
1548685919971560323,0.8400562443,-0.1659233832,0.0900457856,9.2878434274,0.1651563807,0.0739011690
1548685919976539323,0.8575088365,-0.1500181403,0.0947125425,9.2447877617,0.2672472182,0.1483168492
1548685919981519323,0.8768727839,-0.1340768568,0.0942614291,9.2806674831,0.4295194866,0.1876443910
1548685919986498323,0.9047384441,-0.1158115451,0.0972239980,9.3153512138,0.5160837836,0.1859771191
1548685919991477323,0.9333119456,-0.0946470533,0.0977617818,9.3883066473,0.5005513702,0.1650575040
1548685919996456323,0.9633456700,-0.0795231645,0.0969491056,9.4540861365,0.4633797177,0.1887886714
1548685920001434323,0.9853761778,-0.0667343193,0.0951346642,9.4851818951,0.3408454588,0.2376328127
1548685920006413323,1.0061944401,-0.0504984657,0.0946705437,9.5569413379,0.2447983119,0.2355069410
1548685920011392323,1.0233989534,-0.0383289756,0.0969261294,9.6155448828,0.1571468480,0.2546596605
1548685920016372323,1.0299306851,-0.0253391781,0.0990063493,9.6968722513,-0.0206035085,0.2535966017
1548685920021351323,1.0316427594,-0.0138379851,0.1059626532,9.7770036291,-0.2031620954,0.1939360532
1548685920026329323,1.0273253144,-0.0092994638,0.1161991149,9.9169345425,-0.3387813392,0.2166816584
1548685920031309323,1.0154955920,-0.0056611652,0.1270392290,10.0257696974,-0.5116911638,0.2035193837
1548685920036288323,0.9942102132,-0.0069559147,0.1363554269,10.1633086295,-0.6713471546,0.2122361486
1548685920041267323,0.9666412832,-0.0111753615,0.1484138864,10.2470279794,-0.7817999052,0.1923664303
1548685920046246323,0.9342359327,-0.0188810771,0.1615914783,10.3104154872,-0.9091012835,0.2056025956
1548685920051225323,0.8979611522,-0.0315045186,0.1748069278,10.3403152550,-0.9246865540,0.2767093431
1548685920056203323,0.8638421910,-0.0400649605,0.1847785282,10.3570591250,-0.8681865438,0.2963957302
1548685920061182323,0.8321514370,-0.0494812778,0.1949979472,10.2506159515,-0.8178462162,0.3623103303
1548685920066162323,0.8033702956,-0.0608987265,0.2043879507,10.1645046202,-0.7146065452,0.4466910304
1548685920071141323,0.7811301713,-0.0679664416,0.2142540273,10.0676293724,-0.6306071369,0.5230172851
1548685920076119323,0.7625163795,-0.0698291834,0.2240841559,9.9265024682,-0.5851161507,0.6515378430
1548685920081098323,0.7528688525,-0.0696337087,0.2335654253,9.8212552855,-0.6152876200,0.6834600572
1548685920086078323,0.7468480761,-0.0679737931,0.2416713020,9.7913555176,-0.7078544966,0.7237495715
1548685920091057323,0.7366695770,-0.0573785454,0.2468534367,9.7626517405,-0.8004199051,0.7218199644
1548685920096036323,0.7277000927,-0.0430346219,0.2528274325,9.6896963070,-0.9110649967,0.7204982038
1548685920101014323,0.7179828698,-0.0240709473,0.2569250299,9.7255760284,-0.9891308332,0.6461741854
1548685920105994323,0.7055617196,0.0015338145,0.2570140125,9.8116873598,-1.0527147169,0.5910908356
1548685920110973323,0.6928804717,0.0234144745,0.2525441091,9.8296272205,-1.0731214320,0.5533379031
1548685920115952323,0.6821110533,0.0493585445,0.2445640232,9.8966027004,-1.1391321888,0.5571310491
1548685920120930323,0.6669512750,0.0767470975,0.2325942228,9.9851060132,-1.1822843970,0.4809084486
1548685920125910323,0.6447404390,0.1038359528,0.2171964052,10.0700213538,-1.2398612963,0.4445966705
1548685920130889323,0.6217712011,0.1306639607,0.1961674504,10.1597206573,-1.2842137269,0.4445576068
1548685920135868323,0.5983137916,0.1540405503,0.1732661628,10.2649678401,-1.2864879018,0.3774746921
1548685920140847323,0.5736316886,0.1754098758,0.1474239714,10.4216426235,-1.1925636999,0.3952440305
1548685920145826323,0.5487236129,0.1875556787,0.1210540641,10.5555935834,-1.0361794875,0.3464859931
1548685920150805323,0.5301151852,0.1971442348,0.0927514932,10.7027004411,-0.8401233370,0.3444304757
1548685920155784323,0.5144126086,0.2001320726,0.0612068686,10.7804398375,-0.5984881053,0.3433088562
1548685920160763323,0.5096167051,0.1985688550,0.0268852481,10.8617672060,-0.3484366350,0.3433084712
1548685920165742323,0.5099348625,0.1909647059,-0.0058656891,10.9251547138,-0.0767767592,0.3365132919
1548685920170721323,0.5168099869,0.1773375530,-0.0392064434,10.9993061380,0.2489724046,0.3576927363
1548685920175700323,0.5324210882,0.1600017024,-0.0728894997,11.0387738315,0.5662671553,0.3476950226
1548685920180679323,0.5604325211,0.1389466306,-0.1021144643,10.9861502402,0.9303147812,0.4221739995
1548685920185658323,0.5988974386,0.1153215115,-0.1276705676,10.9096068345,1.2438620400,0.4934750771
1548685920190637323,0.6465933612,0.0931586788,-0.1498187175,10.8187115403,1.5417697029,0.5884218092
1548685920195616323,0.7020836746,0.0730095093,-0.1650565343,10.6596447755,1.7759040777,0.6772803553
1548685920200595323,0.7604961390,0.0534363724,-0.1779041861,10.5256938156,1.9571949027,0.7294687630
1548685920205574323,0.8257044092,0.0387774945,-0.1878621594,10.3247673757,2.0254445963,0.8130789227
1548685920210553323,0.8885087019,0.0284034286,-0.1924328557,10.1740725459,1.9687801419,0.8620396492
1548685920215533323,0.9479484993,0.0185607194,-0.1913364098,9.9982619110,1.8628155428,0.8972877676
1548685920220511323,0.9986338283,0.0176232715,-0.1912439672,9.8296272205,1.7304225616,0.9195495345
1548685920225490323,1.0374606078,0.0197766633,-0.1856802548,9.7339479634,1.5031855923,0.9572533258
1548685920230469323,1.0631836310,0.0256228356,-0.1802728117,9.6837163535,1.2483655346,0.9040775308
1548685920235448323,1.0755817257,0.0357154831,-0.1709929845,9.5844491243,1.0139140174,0.8597710452
1548685920240427323,1.0744043279,0.0489105807,-0.1597170073,9.5198656257,0.8059422711,0.7974004778
1548685920245405323,1.0620608598,0.0597672300,-0.1512943431,9.4648500529,0.6051924139,0.7759281526
1548685920250385323,1.0392858323,0.0734603740,-0.1425137962,9.4289703315,0.4381133834,0.7975614684
1548685920255364323,1.0094751999,0.0923051800,-0.1323331132,9.4050505173,0.2806625597,0.7193837440
1548685920260343323,0.9707030469,0.1111010850,-0.1201943342,9.3261151302,0.1531864595,0.7427661222
1548685920265322323,0.9275800585,0.1261245198,-0.1069404634,9.3165472045,0.0209887558,0.7523088271
1548685920270301323,0.8774450283,0.1422489449,-0.0895987146,9.3009993252,-0.0499300724,0.7173699254
1548685920275280323,0.8285191937,0.1563678287,-0.0736083933,9.2818634738,-0.1172482338,0.7199926261
1548685920280259323,0.7784042025,0.1658556797,-0.0551876970,9.3009993252,-0.1592839102,0.7408439579
1548685920285238323,0.7312402347,0.1750284679,-0.0295438136,9.3308990931,-0.2313486353,0.7076304343
1548685920290218323,0.6860317439,0.1761388659,-0.0041792455,9.3619948516,-0.2661594860,0.6509450513
1548685920295196323,0.6430412679,0.1717578017,0.0254657783,9.4253823594,-0.2937205507,0.6735340615
1548685920300175323,0.5978784465,0.1633297582,0.0554015435,9.4947498208,-0.3056522974,0.6327333245
1548685920305154323,0.5578154193,0.1534778470,0.0860990580,9.5079057186,-0.3320733381,0.6102870519
1548685920310134323,0.5189759108,0.1447712324,0.1192012116,9.5401974679,-0.3404455290,0.5418555857
1548685920315113323,0.4832895304,0.1300357068,0.1501325954,9.5533533657,-0.3812868561,0.4795547915
1548685920320092323,0.4495105629,0.1164908519,0.1756767593,9.5342175143,-0.3668900618,0.4587105423
1548685920325071323,0.4144802888,0.1064308717,0.1955911710,9.5043177465,-0.2503627872,0.4907403716
1548685920330050323,0.3866614500,0.0993405523,0.2052377954,9.4803979322,-0.1242146472,0.4417974858
1548685920335028323,0.3658471411,0.0911565247,0.2094542201,9.4648500529,-0.0028629915,0.4454952300
1548685920340007323,0.3508191524,0.0838930685,0.2079810865,9.4564781179,0.1485397368,0.4479151547
1548685920344987323,0.3410665511,0.0813133827,0.1975982072,9.4684380251,0.2591099476,0.4184162773
1548685920349966323,0.3373630789,0.0735938707,0.1828706078,9.4959458115,0.3432620541,0.4168474419
1548685920354945323,0.3399554592,0.0693625352,0.1678164833,9.4636540622,0.4381559627,0.4301586130
1548685920359924323,0.3471457148,0.0674617924,0.1519147070,9.4660460436,0.5138654023,0.4312789064
1548685920364903323,0.3582269870,0.0624021908,0.1367866627,9.4588700994,0.5595208327,0.4571556363
1548685920369882323,0.3753758458,0.0576512098,0.1226789805,9.4445182108,0.6171843589,0.5007116148
1548685920374861323,0.3956913650,0.0560646664,0.1122996621,9.4600660901,0.6724812103,0.4489042830
1548685920379840323,0.4162584763,0.0515933221,0.1024573546,9.4839859043,0.6977460763,0.4462271464
1548685920384819323,0.4392607416,0.0451085596,0.0936691441,9.5282375607,0.7290443553,0.4163084003
1548685920389798323,0.4642248774,0.0374600591,0.0883548076,9.5342175143,0.7110263387,0.3974746942
1548685920394777323,0.4865578430,0.0254494349,0.0878995896,9.5497653936,0.7362809269,0.4195299922
1548685920399756323,0.5115577980,0.0157522962,0.0882245536,9.5210616165,0.7470609036,0.3671649809
1548685920404735323,0.5351009531,0.0083523152,0.0890974616,9.5461774214,0.7254613075,0.3738619546
1548685920409714323,0.5586715684,-0.0028144133,0.0934632832,9.5629212914,0.6894311473,0.4006058561
1548685920414693323,0.5788548256,-0.0125645152,0.0997370821,9.6035849757,0.6053627311,0.3707655825
1548685920419671323,0.5980474274,-0.0231618358,0.1019931036,9.6466406413,0.5717682535,0.3561196750
1548685920424651323,0.6162779639,-0.0360726010,0.1047963481,9.6358767249,0.4972502267,0.3445624932
1548685920429630323,0.6294193583,-0.0518853560,0.1071096272,9.6310927621,0.4155293980,0.3188580360
1548685920434609323,0.6379523158,-0.0685799546,0.1089271299,9.6275047899,0.3602472291,0.3001643036
1548685920439588323,0.6433192791,-0.0809593824,0.1099636224,9.6298967714,0.2929554963,0.2978043404
1548685920444567323,0.6450354090,-0.0933413943,0.1086159002,9.6179368642,0.2424698117,0.2897742048
1548685920449546323,0.6474561384,-0.1048349981,0.1035026203,9.6597965392,0.2160840090,0.2294230337
1548685920454525323,0.6479102985,-0.1186127337,0.0927704073,9.6885003163,0.1944888176,0.1551823627
1548685920459504323,0.6427696472,-0.1269311295,0.0810091441,9.7542798055,0.2053847862,0.1261476901
1548685920464483323,0.6383574412,-0.1378366585,0.0684380868,9.7770036291,0.2138245166,0.0906667543
1548685920469462323,0.6346717601,-0.1475873320,0.0561282158,9.7781996198,0.1236991955,0.0273693195
1548685920474442323,0.6302843937,-0.1553522178,0.0491924754,9.8152753319,0.0636601851,0.0010886989
1548685920479420323,0.6232418758,-0.1596880232,0.0457675564,9.8595269883,-0.0119919926,-0.0616270545
1548685920484400323,0.6137865471,-0.1654844953,0.0439758397,9.9001906726,-0.0744299793,-0.1078850780
1548685920489378323,0.6045985454,-0.1681392780,0.0478173090,9.9253064775,-0.1104498618,-0.1492487294
1548685920494357323,0.5954285268,-0.1693729833,0.0554161726,10.0114178089,-0.0935204803,-0.1410484843
1548685920499337323,0.5862538092,-0.1740545584,0.0608699772,10.0293576696,-0.0862883134,-0.1002643662
1548685920504316323,0.5744195686,-0.1796183465,0.0674217436,10.0520814931,-0.1355297281,-0.1310413189
1548685920509294323,0.5632879619,-0.1791131835,0.0718147549,10.1047050845,-0.1751209123,-0.0989240943
1548685920514274323,0.5521961621,-0.1832498431,0.0815805941,10.1166649916,-0.1907282066,-0.0674310121
1548685920519253323,0.5391440394,-0.1876627754,0.0876052014,10.1381928245,-0.2171389696,-0.0606838964
1548685920524231323,0.5265467994,-0.1906059332,0.0887920820,10.1621126387,-0.2303282004,-0.0234929619
1548685920529210323,0.5124906470,-0.1909621834,0.0902582209,10.1573286759,-0.2483594313,0.0117458859
1548685920534189323,0.4996328461,-0.1924503563,0.0887614824,10.1489567409,-0.2267392796,0.0376450780
1548685920539169323,0.4848101701,-0.1927718784,0.0832539412,10.1764645273,-0.2435291771,0.1205077453
1548685920544147323,0.4728753734,-0.1919087404,0.0742299066,10.1501527316,-0.2063090724,0.1841611017
1548685920549126323,0.4621117501,-0.1878356470,0.0590181028,10.0963331495,-0.1378787838,0.2317692238
1548685920554105323,0.4522995402,-0.1771232514,0.0429872919,10.0616494188,-0.0910554327,0.2521591224
1548685920559085323,0.4451477004,-0.1638032514,0.0266625844,10.0652373910,-0.0117394533,0.3130495138
1548685920564064323,0.4421111104,-0.1464308161,0.0105670164,10.1011171124,0.0916499793,0.4145240710
1548685920569043323,0.4422030573,-0.1270077941,-0.0090478397,10.0915491867,0.1565295217,0.4627021902
1548685920574022323,0.4439915242,-0.1078642864,-0.0289458557,10.1645046202,0.2046867060,0.4745906682
1548685920579000323,0.4494385171,-0.0944796935,-0.0472606238,10.2757317565,0.2216469207,0.4906546446
1548685920583980323,0.4556581335,-0.0840127628,-0.0585994986,10.3403152550,0.2421549452,0.5507286497
1548685920588959323,0.4611577992,-0.0735562525,-0.0685896588,10.3379232736,0.2565722950,0.6375077981
1548685920593938323,0.4708336449,-0.0665866275,-0.0702909949,10.3785869578,0.3299253376,0.7107896281
1548685920598916323,0.4817457285,-0.0616487590,-0.0685114000,10.4563263542,0.3973154433,0.8152197045
1548685920603896323,0.4992047370,-0.0586963300,-0.0675931851,10.4730702242,0.4742441924,0.9497863054
1548685920608874323,0.5181336940,-0.0557521883,-0.0640031124,10.4886181035,0.5331461154,1.1207151442
1548685920613854323,0.5356208180,-0.0582933546,-0.0601275848,10.5364577320,0.5356082265,1.1810220166
1548685920618833323,0.5555425315,-0.0639982001,-0.0557340036,10.4981860292,0.4634598110,1.2765185433
1548685920623811323,0.5752121785,-0.0708456141,-0.0534851211,10.4431704564,0.4141229599,1.4343693938
1548685920628791323,0.5939012687,-0.0748099092,-0.0520353209,10.4599143263,0.3504539176,1.4986339938
1548685920633770323,0.6130540186,-0.0793268530,-0.0546163052,10.5292817877,0.3265052657,1.4754208436
1548685920638749323,0.6288147112,-0.0858750399,-0.0574343711,10.6237650541,0.2485113735,1.4647744839
1548685920643728323,0.6436088314,-0.0947323021,-0.0605106071,10.7194443111,0.2510322147,1.4318174794
1548685920648707323,0.6613081587,-0.0992569790,-0.0628103413,10.7708719118,0.2498936590,1.4076707295
1548685920653686323,0.6751259919,-0.1072491762,-0.0666841104,10.7888117725,0.2451089207,1.3546738872
1548685920658665323,0.6920912826,-0.1129214267,-0.0705873526,10.7864197911,0.2210721737,1.2515502092
1548685920663644323,0.7051652290,-0.1145713945,-0.0749965263,10.7349921904,0.2702783504,1.1795560007
1548685920668623323,0.7191909615,-0.1118840381,-0.0810283296,10.7278162461,0.3039168756,1.1737836966
1548685920673602323,0.7336452459,-0.1016596381,-0.0943186864,10.7541280418,0.3604286317,1.1007279169
1548685920678581323,0.7476157753,-0.0920139171,-0.1076043385,10.8139275775,0.3833341643,1.0072951547
1548685920683560323,0.7608766333,-0.0844024959,-0.1184658695,10.8007716796,0.4397974682,0.9875309109
1548685920688539323,0.7743992270,-0.0773840923,-0.1261075167,10.7720679025,0.3952996807,0.9773828828
1548685920693518323,0.7867484444,-0.0704087856,-0.1267584359,10.6787806269,0.3230837256,1.0103251410
1548685920698497323,0.7960014764,-0.0623507043,-0.1169124283,10.5244978249,0.2495911992,1.0851296999
1548685920703476323,0.8021549455,-0.0509049577,-0.0963027999,10.3881548835,0.1785240775,1.0928679631
1548685920708455323,0.8025135092,-0.0349051204,-0.0694708893,10.1788565087,0.1025606304,1.1062911698
1548685920713434323,0.8019347116,-0.0137624218,-0.0348489723,10.0221817253,0.0134431906,1.1471356245
1548685920718413323,0.7994681333,0.0125000206,0.0110615115,9.8200592948,-0.1141841395,1.1698526560
1548685920723393323,0.7921559395,0.0410391495,0.0586236302,9.6454446506,-0.2357692472,1.2168114791
1548685920728371323,0.7770636440,0.0813604634,0.1070502590,9.4803979322,-0.3297037269,1.1628149493
1548685920733350323,0.7622013087,0.1283121155,0.1557381312,9.3847186751,-0.4584020731,1.1782197801
1548685920738328323,0.7417173006,0.1749951055,0.1964213063,9.3548189073,-0.5665909266,1.2349255045
1548685920743308323,0.7202241458,0.2260274402,0.2317403987,9.3297031023,-0.5846471178,1.2481678014
1548685920748287323,0.6962613732,0.2762295819,0.2587590698,9.3727587680,-0.5918044039,1.2264813162
1548685920753266323,0.6717656858,0.3221605733,0.2755836772,9.4516941551,-0.5965142613,1.3062952552
1548685920758245323,0.6484541173,0.3609316956,0.2846176964,9.5437854400,-0.6180316354,1.3589712561
1548685920763224323,0.6243822605,0.3925389490,0.2850727821,9.6155448828,-0.6167418498,1.3814387517
1548685920768203323,0.6005258377,0.4149670077,0.2772104239,9.7219880563,-0.6839058447,1.4069679016
1548685920773182323,0.5817758626,0.4250320693,0.2671651170,9.8511550533,-0.7185962988,1.4919662971
1548685920778161323,0.5569307841,0.4307873560,0.2496594021,9.9109545890,-0.7113127430,1.4981830804
1548685920783141323,0.5366691111,0.4308316043,0.2256744806,9.9324824218,-0.7509421018,1.5658932094
1548685920788119323,0.5188627216,0.4193487516,0.2027509593,10.0126137996,-0.8037181120,1.6292909556
1548685920793098323,0.5003141737,0.4070139007,0.1768813870,10.0365336139,-0.7796549365,1.6711615459
1548685920798078323,0.4841764600,0.3921138034,0.1475024603,10.0317496510,-0.7051559970,1.7169273867
1548685920803056323,0.4716760925,0.3665843877,0.1140727924,10.1166649916,-0.6029080565,1.7415342785
1548685920808036323,0.4625342110,0.3405294407,0.0739021248,10.1680925923,-0.5199282755,1.7115044703
1548685920813014323,0.4604845044,0.3066786734,0.0414611008,10.1896204252,-0.4886578934,1.7088584009
1548685920817994323,0.4584528711,0.2713718750,0.0117058269,10.1513487223,-0.4586626143,1.7128893140
1548685920822973323,0.4593578025,0.2369148387,-0.0129748600,10.1238409359,-0.4454777883,1.6405782750
1548685920827952323,0.4605309422,0.1966798727,-0.0352370724,10.0843732424,-0.4238958112,1.6329046421
1548685920832930323,0.4636576949,0.1598924070,-0.0537604874,10.0233777160,-0.4347859067,1.6677356034
1548685920837909323,0.4662746894,0.1277301076,-0.0749678249,9.9552062454,-0.4336679066,1.6299786752
1548685920842889323,0.4718471690,0.0966869305,-0.0876107601,9.9276984590,-0.3856340554,1.5693817108
1548685920847868323,0.4752359962,0.0676494794,-0.0996991370,9.9360703939,-0.3435646093,1.5458107989
1548685920852847323,0.4786169840,0.0394827342,-0.1128620353,9.9049746354,-0.2883250197,1.4747101928
1548685920857826323,0.4808009307,0.0089942162,-0.1241332578,9.8786628397,-0.2222643424,1.3906462960
1548685920862805323,0.4842196581,-0.0249631560,-0.1327278359,9.8272352390,-0.1670497131,1.3127890453
1548685920867784323,0.4910324647,-0.0543019265,-0.1397450024,9.7901595269,-0.1106157742,1.2429419490
1548685920872763323,0.4939689959,-0.0810715325,-0.1451192792,9.7291640006,-0.0602196530,1.2273482840
1548685920877742323,0.4998287060,-0.1112939316,-0.1494426144,9.6837163535,-0.0194179688,1.1798930244
1548685920882721323,0.5047121292,-0.1406512658,-0.1545634827,9.6334847435,0.0225795330,1.1442256755
1548685920887700323,0.5112784157,-0.1659593438,-0.1607762236,9.5569413379,0.0669481143,1.0854703766
1548685920892679323,0.5178510391,-0.1921366712,-0.1661829074,9.4636540622,0.1221113548,1.0703156727
